province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Farm to market roads damaged,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,4. Marketing,Low level of value addition,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,4. Marketing,Lower quality produce/ doesn’t meet standards,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Sindh,Ghotki,Wheat,Heat stress,4. Marketing,Unpredictability of supply,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Farmers unable to repay loans,3,Text here,3
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Damage to nurseries/1.Input store,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Excess demand for new/improved/tolerant varieties,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increased price of 1.Inputs,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Difficulty accessing loans (banks not ending),1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Unmet demand for service providers (labour, machinery)",1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Damage to irrigation system,3,Text here,3
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,1.Inputs washed away/leeching,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Increased vaccination & deworming,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Need to use more 1.Inputs,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,2,Text here,2
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Sindh,Ghotki,Wheat,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Sindh,Kashmore,Buffalo,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,1,Text here,1
Sindh,Kashmore,Buffalo,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,1,Text here,1
Sindh,Kashmore,Buffalo,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
Sindh,Kashmore,Buffalo,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
Sindh,Kashmore,Buffalo,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,1.Input ,Increased price of 1.Inputs,2,Text here,2
Sindh,Kashmore,Buffalo,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,2. On-farm,Increased vaccination & deworming,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,2. On-farm,Loss of alternative income sources,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,2. On-farm,Loss of on-farm income,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,4. Marketing,Increased buying prices for produce,2,Text here,2
Sindh,Kashmore,Buffalo,Heat stress,4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,4. Marketing,Low level of value addition,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,4. Marketing,Reduced access to market information,1,Text here,1
Sindh,Kashmore,Buffalo,Heat stress,4. Marketing,Unpredictability of supply,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,2,Text here,2
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,3,Text here,3
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,2,Text here,2
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Animal breeding cycles impacted,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Damage to irrigation system,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,3,Text here,3
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,2,Text here,2
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,2,Text here,2
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,1,Text here,1
Sindh,Kashmore,Rice,Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,1.Input ,Poor quality seed,6,Text here,6
Sindh,Kashmore,Rice,Heat stress,1.Input ,Increased price of 1.Inputs,4,Text here,4
Sindh,Kashmore,Rice,Heat stress,1.Input ,Excess demand for new/improved/tolerant varieties,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,1.Input ,Farmers unable to repay loans,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
Sindh,Kashmore,Rice,Heat stress,1.Input ,Damage to nurseries/1.Input store,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,Increased demand for irrigation infrastructure materials,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,Reduced access to extension services,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,Reduced demand for service providers,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,Reduced sales of 1.Inputs,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,"Unmet demand for service providers (labour, machinery)",2,Text here,2
Sindh,Kashmore,Rice,Heat stress,1.Input ,Increase in the number of insurance claims,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Need to use more 1.Inputs,7,Text here,7
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Extra labour & costs in land preparation,5,Text here,5
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Loss of on-farm income,5,Text here,5
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Cant work in the field,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Crops don't germinate,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Poor animal nutrition,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Loss of alternative income sources,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Reduced water availability,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Trouble accessing hired labour,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Damage to irrigation system,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,2. On-farm,Insurance premiums rise,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,6,Text here,6
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,6,Text here,6
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,6,Text here,6
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,4,Text here,4
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,4,Text here,4
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,3,Text here,3
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Farm to market roads damaged,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Lower quality produce/ doesn’t meet standards,8,Text here,8
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Low level of value addition,7,Text here,7
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Products fetch low prices due to poor quality,5,Text here,5
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Unable to fulfill orders,5,Text here,5
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Farm to market roads damaged,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,4. Marketing,High costs to reach markets,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Increased buying prices for produce,2,Text here,2
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Reduced access to market information,1,Text here,1
Sindh,Kashmore,Rice,Heat stress,4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Farmers unable to repay loans,5,Text here,5
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",4,Text here,4
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Poor quality seed,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Damage to nurseries/1.Input store,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Excess demand for new/improved/tolerant varieties,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Increased demand for irrigation infrastructure materials,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Reduced sales of 1.Inputs,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,"Unmet demand for service providers (labour, machinery)",2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Difficulty accessing loans (banks not ending),1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Increased price of 1.Inputs,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Damage to irrigation system,5,Text here,5
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Loss of on-farm income,4,Text here,4
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Cant work in the field,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Extra labour & costs in land preparation,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,1.Inputs washed away/leeching,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Trouble accessing hired labour,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Loss of alternative income sources,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Poor animal nutrition,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Reduced water availability,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Erosion of topsoil,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,More weeds,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Need to use more 1.Inputs,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increase in post-harvest losses,4,Text here,4
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Farm to market roads damaged,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Processing delayed/disrupted,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Damage to storage facilities,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increase in transportation costs,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Lower quality produce/ doesn’t meet standards,4,Text here,4
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Farm to market roads damaged,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,High costs to reach markets,3,Text here,3
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Increased buying prices for produce,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Low level of value addition,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Products fetch low prices due to poor quality,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Reduced access to market information,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Unable to grow crops demanded by the market,2,Text here,2
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Unable to fulfill orders,1,Text here,1
Sindh,Kashmore,Rice,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Unpredictability of supply,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Damage to nurseries/1.Input store,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Reduced demand for service providers,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,3,Text here,3
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Animal breeding cycles impacted,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Damage to storage facilities,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,2,Text here,2
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Farm to market roads damaged,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Sindh,Kashmore,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Damage to nurseries/1.Input store,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Farmers unable to repay loans,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Increased demand for irrigation infrastructure materials,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Increased price of 1.Inputs,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Poor quality seed,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,1.Input ,Reduced demand for service providers,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Loss of on-farm income,2,Text here,2
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Animal breeding cycles impacted,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Crops don't germinate,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Loss of alternative income sources,1,Text here,1
