province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage,count,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",11,Moderate (10-30% loss in income),91.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Poor quality seed,9,Moderate (10-30% loss in income),75,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Increased price of inputs,8,Moderate (10-30% loss in income),66.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Excess demand for new/improved/tolerant varieties,7,Moderate (10-30% loss in income),58.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Farmers unable to repay loans,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Difficulty accessing loans (banks not ending),4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Increased demand for irrigation infrastructure materials,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Reduced sales of inputs,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,"Unmet demand for service providers (labour, machinery)",3,Moderate (10-30% loss in income),25,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Damage to nurseries/input store,2,Moderate (10-30% loss in income),16.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Reduced access to extension services,2,Moderate (10-30% loss in income),16.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Reduced demand for service providers,2,Moderate (10-30% loss in income),16.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,1. Input,Increase in the number of insurance claims,1,Moderate (10-30% loss in income),8.333333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,9,Moderate (10-30% loss in income),75,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Loss of on-farm income,8,Moderate (10-30% loss in income),66.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Need to use more inputs,7,Moderate (10-30% loss in income),58.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Cant work in the field,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Crops don't germinate,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Damage to irrigation system,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Extra labour & costs in land preparation,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Reduced water availability,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Animal breeding cycles impacted,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Loss of alternative income sources,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Trouble accessing hired labour,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Poor animal nutrition,2,Moderate (10-30% loss in income),16.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Increased vaccination & deworming,1,Moderate (10-30% loss in income),8.333333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,Insurance premiums rise,1,Moderate (10-30% loss in income),8.333333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,2. On-farm,More weeds,1,Moderate (10-30% loss in income),8.333333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,8,Moderate (10-30% loss in income),66.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,7,Moderate (10-30% loss in income),58.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Farm to market roads damaged,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,3,Moderate (10-30% loss in income),25,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,"3. Harvesting, storage & processing",Difficulty transporting live animals,2,Moderate (10-30% loss in income),16.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Increased buying prices for produce,9,Moderate (10-30% loss in income),75,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Low level of value addition,8,Moderate (10-30% loss in income),66.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Lower quality produce/ doesn't meet standards,8,Moderate (10-30% loss in income),66.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Products fetch low prices due to poor quality,7,Moderate (10-30% loss in income),58.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,High costs to reach markets,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Reduced access to market information,6,Moderate (10-30% loss in income),50,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Unpredictability of supply,5,Moderate (10-30% loss in income),41.66666667,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Farm to market roads damaged,4,Moderate (10-30% loss in income),33.33333333,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Unable to fulfill orders,3,Moderate (10-30% loss in income),25,12,,,,,,,,,
Sindh,Ghotki,Cotton,Heat stress,4. Marketing,Unable to grow crops demanded by the market,3,Moderate (10-30% loss in income),25,12,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Increased price of inputs,13,Major (30-50% loss in income),81.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Poor quality seed,13,Major (30-50% loss in income),81.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",11,Major (30-50% loss in income),68.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Excess demand for new/improved/tolerant varieties,10,Major (30-50% loss in income),62.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Farmers unable to repay loans,10,Major (30-50% loss in income),62.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Increased demand for irrigation infrastructure materials,9,Major (30-50% loss in income),56.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Damage to nurseries/input store,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Difficulty accessing loans (banks not ending),8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Reduced demand for service providers,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Reduced sales of inputs,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,"Unmet demand for service providers (labour, machinery)",5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Increase in the number of insurance claims,4,Major (30-50% loss in income),25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1. Input,Reduced access to extension services,2,Major (30-50% loss in income),12.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,10,Major (30-50% loss in income),62.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Need to use more inputs,9,Major (30-50% loss in income),56.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Damage to irrigation system,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Poor animal nutrition,4,Major (30-50% loss in income),25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Animal breeding cycles impacted,3,Major (30-50% loss in income),18.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,inputs washed away/leeching,3,Major (30-50% loss in income),18.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Increased vaccination & deworming,2,Major (30-50% loss in income),12.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Reduced water availability,2,Major (30-50% loss in income),12.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,1,Major (30-50% loss in income),6.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,More weeds,1,Major (30-50% loss in income),6.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,11,Major (30-50% loss in income),68.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,10,Major (30-50% loss in income),62.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,9,Major (30-50% loss in income),56.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,9,Major (30-50% loss in income),56.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Damage to storage facilities,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in transportation costs,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Farm to market roads damaged,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Need for more processing/ increased processing costs,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty transporting live animals,5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty slaughtering,2,Major (30-50% loss in income),12.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,13,Major (30-50% loss in income),81.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn't meet standards,13,Major (30-50% loss in income),81.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,8,Major (30-50% loss in income),50,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,7,Major (30-50% loss in income),43.75,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,6,Major (30-50% loss in income),37.5,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Farm to market roads damaged,5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,High costs to reach markets,5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,5,Major (30-50% loss in income),31.25,16,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Increased price of inputs,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Poor quality seed,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Farmers unable to repay loans,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Difficulty accessing loans (banks not ending),5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Excess demand for new/improved/tolerant varieties,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Increased demand for irrigation infrastructure materials,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Reduced sales of inputs,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Reduced access to extension services,2,Moderate (10-30% loss in income),25,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Increase in the number of insurance claims,1,Moderate (10-30% loss in income),12.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,Reduced demand for service providers,1,Moderate (10-30% loss in income),12.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),1. Input,"Unmet demand for service providers (labour, machinery)",1,Moderate (10-30% loss in income),12.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Crops don't germinate,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Loss of on-farm income,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Loss of alternative income sources,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Need to use more inputs,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Damage to irrigation system,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Extra labour & costs in land preparation,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Poor animal nutrition,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Reduced water availability,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Animal breeding cycles impacted,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Moderate (10-30% loss in income),25,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,High incidence of pest and disease outbreaks,2,Moderate (10-30% loss in income),25,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),2. On-farm,Trouble accessing hired labour,1,Moderate (10-30% loss in income),12.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Low quality produce for processing,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Processing delayed/disrupted,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Damage to storage facilities,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Difficulty transporting live animals,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Farm to market roads damaged,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Increase in transportation costs,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Increased storage costs,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Low level of value addition,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Lower quality produce/ doesn't meet standards,7,Moderate (10-30% loss in income),87.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Increased buying prices for produce,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Unable to fulfill orders,6,Moderate (10-30% loss in income),75,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Products fetch low prices due to poor quality,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Reduced access to market information,5,Moderate (10-30% loss in income),62.5,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Farm to market roads damaged,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,High costs to reach markets,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Unable to grow crops demanded by the market,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Drought (Low irrigation water supply + Low rainfall),4. Marketing,Unpredictability of supply,4,Moderate (10-30% loss in income),50,8,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Excess demand for new/improved/tolerant varieties,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Increased demand for irrigation infrastructure materials,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Poor quality seed,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Reduced access to extension services,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Reduced demand for service providers,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,Reduced sales of inputs,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Damage to irrigation system,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Loss of alternative income sources,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,More weeds,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Need to use more inputs,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Poor animal nutrition,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,2. On-farm,Reduced water availability,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Farm to market roads damaged,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
Sindh,Ghotki,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,1,Moderate (10-30% loss in income),100,1,,,,,,,,,
