Province,District,Village,Crop_livestock,Coverage,Month,Value,Management Practices,Comments
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,May,Growing,,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Jun,Growing,,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Jul,Growing,,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Aug,Growing,,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Sep,Growing,,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Oct,Harvesting,Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Nov,Harvesting,Harvesting,
Sindh,Ghotki,Haji Qaiser Khan,Sugarcane,NA,Dec,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Jan,Planting,Land preparation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Feb,Planting and Growing,"Sowing, Irrigation",
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Apr,Growing,Pesticide and Herbicide application,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,May,Growing,Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Jun,Growing,Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Jul,Growing,Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Aug,Growing,Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Sep,Planting,Land and Seedling preparation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Oct,Growing,Planting and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Nov,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Sugarcane,NA,Dec,Growing/ Harvesting,"Pesticide and Herbicide application, and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Jan,,,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Feb,,,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Mar,,,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Apr,,,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,May,Planting,Seedling and Land preparation,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Jun,Planting and Growing,"Planting, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Aug,Growing,Pesticide application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Oct,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Nov,,,
Sindh,Dadu,Lal Bux Shahani,Rice,NA,Dec,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Jan,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Feb,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Mar,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Apr,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,May,Planting,Land preparation and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Jun,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Aug,Growing,Pestcide application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Oct,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Nov,,,
Sindh,Dadu,Lal Bux Shahani,Cotton,NA,Dec,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Jan,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,May,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Jun,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Jul,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Aug,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Sep,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Oct,,,
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Nov,Planting,"Land and Seedling preparation, Fertiliser application, and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Jan,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Feb,Planting,"Land and Seedling preparation, Planting, and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Mar,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Apr,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,May,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Jun,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Jul,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Aug,Growing,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Sep,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Oct,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Nov,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Vegetables,NA,Dec,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Jan,Growing,Irrigation and Harvesting,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Feb,Growing,Irrigation and Harvesting,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Mar,,,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Apr,,,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,May,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Jun,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Jul,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Aug,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Sep,,,
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Oct,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Nov,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Fodder,NA,Dec,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Jan,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Feb,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Mar,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Apr,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,May,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Jun,Planting,"Land and Seedling preparation, Planting and Irrigation ",
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Jul,Growing,Irrigation and Fertiliser application,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Aug,Growing,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Oct,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Nov,,,
Sindh,Dadu,Lal Bux Shahani,Sesame,NA,Dec,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Jan,Growing,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Feb,Growing,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Mar,Harvesting,Harvesting,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Apr,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,May,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Jun,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Jul,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Aug,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Sep,,,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Oct,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Nov,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Lal Bux Shahani,Mustrad,NA,Dec,Growing,Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Jan,,,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Feb,,,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Mar,,,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Apr,,,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,May,Planting,Seedling and Land preparation,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Jun,Planting and Growing,"Planting, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Aug,Growing,Pesticide application and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Oct,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Nov,,,
Sindh,Dadu,Sher Muhammad Dawachh,Rice,NA,Dec,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Jan,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Feb,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Mar,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Apr,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,May,Planting,Land preparation and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Jun,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Aug,Growing,Pestcide application and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Oct,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Nov,,,
Sindh,Dadu,Sher Muhammad Dawachh,Cotton,NA,Dec,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Jan,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,May,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Jun,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Jul,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Aug,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Sep,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Oct,,,
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Nov,Planting,"Land and Seedling preparation, Fertiliser application, and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Jan,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Feb,Planting,"Land and Seedling preparation, Planting, and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Mar,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Apr,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,May,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Jun,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Jul,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Aug,Growing,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Sep,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Oct,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Nov,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Vegetables,NA,Dec,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Jan,Growing,Irrigation and Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Feb,Growing,Irrigation and Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Mar,,,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Apr,,,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,May,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Jun,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Jul,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Aug,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Sep,,,
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Oct,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Nov,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Sher Muhammad Dawachh,Fodder,NA,Dec,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Jan,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Feb,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Mar,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Apr,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,May,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Jun,Planting,"Land and Seedling preparation, Planting and Irrigation ",
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Jul,Growing,Irrigation and Fertiliser application,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Aug,Growing,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Oct,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Nov,,,
Sindh,Dadu,Sher Muhammad Dawachh,Sesame,NA,Dec,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Jan,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Feb,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Mar,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Apr,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,May,Planting,Seedling and Land preparation,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Jun,Planting and Growing,"Planting, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Aug,Growing,Pesticide application and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Oct,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Nov,,,
Sindh,Dadu,Yakhtiyar Shahani,Rice,NA,Dec,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Jan,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Feb,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Mar,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Apr,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,May,Planting,Land preparation and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Jun,Growing,"Planting, fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Jul,Growing,Pest and Weed management and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Aug,Growing,Pestcide application and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Oct,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Nov,,,
Sindh,Dadu,Yakhtiyar Shahani,Cotton,NA,Dec,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Jan,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Apr,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,May,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Jun,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Jul,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Aug,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Sep,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Oct,,,
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Nov,Planting,"Land and Seedling preparation, Fertiliser application, and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Jan,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Feb,Planting,"Land and Seedling preparation, Planting, and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Mar,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Apr,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,May,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Jun,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Jul,Growing,"Weed and Pest management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Aug,Growing,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Sep,Planting and Harvesting,"Land and Seedling preparation, Planting, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Oct,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Nov,Growing and Harvesting,"Pest management, Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Vegetables,NA,Dec,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Jan,Growing,Irrigation and Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Feb,Growing,Irrigation and Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Mar,,,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Apr,,,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,May,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Jun,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Jul,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Aug,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Sep,,,
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Oct,Planting and Growing,"Land and Seedling preparation, Planting and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Nov,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Sindh,Dadu,Yakhtiyar Shahani,Fodder,NA,Dec,Growing and Harvesting,Irrigation and Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Jan,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Feb,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Mar,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Apr,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,May,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Jun,Planting,"Land and Seedling preparation, Planting and Irrigation ",
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Jul,Growing,Irrigation and Fertiliser application,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Aug,Growing,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Sep,Harvesting,Harvesting,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Oct,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Nov,,,
Sindh,Dadu,Yakhtiyar Shahani,Sesame,NA,Dec,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Jan,Growing,Weed management and Irrigation,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Feb,Growing,Weed management and Irrigation,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Mar,Growing,Irrigation,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Apr,Harvesting,Harvesting,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,May,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Jun,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Jul,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Aug,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Sep,,,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Oct,Planting,"Land preparation, Planting and Irrigation",
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Nov,Planting,Planting,
KP,S. Waziristan,Chandai Raghzai,Wheat,NA,Dec,Growing,Irrigation,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Jan,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Feb,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Mar,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Apr,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,May,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Jun,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Jul,Planting,"Land preparation, Planting and Irrigation",
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Aug,Growing,irrigation,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Sep,Harvesting,Harvesting,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Oct,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Nov,,,
KP,S. Waziristan,Chandai Raghzai,Maize,NA,Dec,,,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Jan,,,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Feb,,,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Mar,,,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Apr,Planting,Land preparation,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,May,Planting,Planting,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Jun,Growing,Irrigation,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Jul,Harvesting,Harvesting,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Aug,Planting,Land preparation,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Sep,Planting,Planting,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Oct,Growing,Irrigation,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Nov,Harvesting,Harvesting,
KP,S. Waziristan,Chandai Raghzai,Millet,NA,Dec,Harvesting,Harvesting,
KP,S. Waziristan,Ganrrah Haibath,Wheat,NA,Jan,Growing,Weed management and Irrigation,
KP,S. Waziristan,Ganrrah Haibath,Wheat,NA,Feb,Growing,Weed management and Irrigation,
KP,S. Waziristan,Ganrrah Haibath,Wheat,NA,Mar,Growing and Harvesting,"Pest management, Hervicide application, Irrigation and Harvesting",
KP,S. Waziristan,Ganrrah Haibath,Wheat,NA,Apr,,,
KP,S. Waziristan,Ganrrah Haibath,Wheat,NA,May,,,
